time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
285.5,0,0,0,0,0,0,-9.70358e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.02,-741.313,-3.5743e+08,-1.31811e+08,-4.35868e+07,431.578,-811.769,-447.746,0.000132507,0.00583323,0.00394511,-0.0769627,-0.185628,0.506816,-0.838306,-3.20025e-06,-1.05381e-06,3.54654e-06,0.0019198,6.66213e-06,2226076.654054944,5158904.902617473,-3760603.13219751,-4138.214875,4875.207376,4243.485413,-7382.178554,-1572.563929,1389.287679,0,0,0,-0.592754,2.76429,389555,13178.3,43790.5,-6346.73,-28013.4,32713.4,-16632.5,0,0,1.84757e+06,-4.62448e+06,4.57302e+06,-13098.8,-30439.2,-25493.9,1.29383e+11,-6.89566e+10,-1.32974e+10,-8.95307e+07,-1.50711e+08,-8.96488e+07,-2.20156e+07,-3.78525e+08,-7.70317e+07,-472485,524394,-2.43298e+06,1.79e-07,-3.07935e-23,-7.23189e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.064992,0.0532871,0.076206,-3.37925e-06,-1.05381e-06,3.61886e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,0,0,0,0,0,0,-9.70356e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.02,-741.312,-3.5743e+08,-1.31812e+08,-4.3587e+07,431.579,-811.768,-447.746,0.000131323,0.0058318,0.00395393,-0.0780075,-0.18687,0.505788,-0.838554,-2.92159e-06,-1.18277e-06,2.79459e-06,0.00192014,6.66656e-06,2223800.294812595,5161585.142011274,-3758268.582501545,-4139.791816,4871.550035,4246.157646,-7388.708541,-1559.699987,1368.960488,0,0,0,-0.592338,2.76481,389545,13147.5,43790,-6304.33,-27917.9,32743.1,-16692.6,0,0,1.82691e+06,-4.62728e+06,4.57849e+06,-13109.7,-30441.5,-25539.1,1.29275e+11,-6.92383e+10,-1.28775e+10,-9.0196e+07,-1.51596e+08,-9.04424e+07,-2.25857e+07,-3.78481e+08,-7.70765e+07,-466975,525662,-2.4356e+06,1.79323e-07,-5.37477e-24,-7.15534e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0529915,0.040513,0.0740506,-3.10092e-06,-1.18277e-06,2.86614e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286.5,0,0,0,0,0,0,-9.70354e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.02,-741.311,-3.5743e+08,-1.31812e+08,-4.35872e+07,431.581,-811.768,-447.746,0.000130032,0.00583041,0.00396078,-0.078843,-0.187864,0.504962,-0.838752,-2.81511e-06,-1.30078e-06,2.36347e-06,0.00192032,6.66952e-06,2221978.583112354,5163727.885114635,-3756399.884731291,-4141.052211,4868.622785,4248.294243,-7393.880567,-1549.376156,1352.689508,0,0,0,-0.592005,2.76522,389537,13122.8,43789.5,-6270.42,-27841.2,32766.8,-16740.6,0,0,1.81035e+06,-4.62949e+06,4.58282e+06,-13115.7,-30441.9,-25575.1,1.29187e+11,-6.9464e+10,-1.25419e+10,-9.07154e+07,-1.52271e+08,-9.11111e+07,-2.30429e+07,-3.78445e+08,-7.71138e+07,-462486,526655,-2.43761e+06,1.79578e-07,-1.9808e-23,-7.09389e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0442707,0.0353361,0.0733406,-2.99469e-06,-1.30078e-06,2.43441e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,0,0,0,0,0,0,-9.70353e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.02,-741.31,-3.57429e+08,-1.31813e+08,-4.35875e+07,431.582,-811.768,-447.745,0.000128016,0.00582866,0.00396994,-0.0798869,-0.189104,0.503927,-0.838997,-2.42792e-06,-4.60047e-07,3.3385e-06,0.00192059,6.67367e-06,2219700.497569832,5166404.697865735,-3754062.520138722,-4142.626372,4864.961737,4250.963699,-7400.279962,-1536.431865,1332.340772,0,0,0,-0.591588,2.76575,389527,13092,43788.9,-6228.01,-27745.2,32796.5,-16800.2,0,0,1.78962e+06,-4.63224e+06,4.58818e+06,-13119.3,-30441.2,-25620.6,1.29074e+11,-6.97463e+10,-1.21229e+10,-9.13567e+07,-1.53085e+08,-9.20209e+07,-2.36158e+07,-3.78399e+08,-7.71625e+07,-456822,527877,-2.44004e+06,1.79895e-07,-6.3973e-24,-7.01683e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.060397,0.0514634,0.0531526,-2.60782e-06,-4.60047e-07,3.40867e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287.5,0,0,0,0,0,0,-9.70351e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.01,-741.308,-3.57429e+08,-1.31813e+08,-4.35877e+07,431.583,-811.767,-447.745,0.000127282,0.00582761,0.00397679,-0.0807218,-0.190095,0.503096,-0.839191,-2.38509e-06,-3.94931e-07,3.37386e-06,0.00192087,6.67725e-06,2217877.539169795,5168544.541697779,-3752191.70827106,-4143.884451,4862.031737,4253.097917,-7405.347352,-1526.043642,1316.052522,0,0,0,-0.591255,2.76616,389519,13067.4,43788.3,-6194.09,-27668.1,32820.2,-16847.7,0,0,1.77301e+06,-4.63442e+06,4.59242e+06,-13127.5,-30440.5,-25655,1.28983e+11,-6.99725e+10,-1.17881e+10,-9.18554e+07,-1.53733e+08,-9.26004e+07,-2.40754e+07,-3.78361e+08,-7.7203e+07,-452188,528854,-2.442e+06,1.80147e-07,1.48921e-23,-6.95498e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0595253,0.0538445,0.0505201,-2.56524e-06,-3.94931e-07,3.44341e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,0,0,0,0,0,0,-9.7035e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.01,-741.307,-3.57429e+08,-1.31813e+08,-4.35879e+07,431.584,-811.767,-447.745,0.000125934,0.00582604,0.0039853,-0.0817651,-0.191334,0.502053,-0.839433,-2.808e-06,-1.05027e-06,2.76412e-06,0.00192114,6.68126e-06,2215598.063321643,5171217.532969002,-3749851.873521472,-4145.455599,4858.367521,4255.764202,-7411.616408,-1513.017015,1295.680423,0,0,0,-0.590838,2.76668,389510,13036.6,43787.5,-6151.68,-27571.6,32849.8,-16906.8,0,0,1.75221e+06,-4.63712e+06,4.59767e+06,-13138.2,-30441,-25699.3,1.28867e+11,-7.02554e+10,-1.137e+10,-9.24975e+07,-1.54567e+08,-9.33627e+07,-2.46514e+07,-3.78312e+08,-7.72555e+07,-446479,530095,-2.44453e+06,1.80458e-07,-8.15395e-24,-6.8774e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0421978,0.0524709,0.063968,-2.98845e-06,-1.05027e-06,2.8329e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288.5,0,0,0,0,0,0,-9.70348e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707.01,-741.306,-3.57429e+08,-1.31814e+08,-4.35881e+07,431.586,-811.766,-447.745,0.000124954,0.0058247,0.00399163,-0.0825995,-0.192324,0.501217,-0.839625,-3.07075e-06,-1.07291e-06,3.12437e-06,0.0019213,6.68395e-06,2213773.860726187,5173354.474740207,-3747978.950161805,-4146.711359,4855.434774,4257.896039,-7416.578642,-1502.565482,1279.374395,0,0,0,-0.590504,2.7671,389502,13012,43786.9,-6117.75,-27494.1,32873.5,-16953.9,0,0,1.73555e+06,-4.63926e+06,4.60183e+06,-13143.2,-30437.1,-25732.1,1.28772e+11,-7.0482e+10,-1.10359e+10,-9.29592e+07,-1.55142e+08,-9.39352e+07,-2.51132e+07,-3.78272e+08,-7.72989e+07,-441620,531020,-2.44631e+06,1.80705e-07,-1.63997e-23,-6.81514e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0578923,0.0468972,0.0747218,-3.25146e-06,-1.07291e-06,3.19252e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,0,0,0,0,0,0,-9.70347e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707,-741.305,-3.57428e+08,-1.31814e+08,-4.35883e+07,431.587,-811.766,-447.745,0.000124795,0.00582372,0.00399977,-0.0836423,-0.19356,0.500167,-0.839864,-2.97748e-06,-4.28448e-07,4.19044e-06,0.00192171,6.68873e-06,2211492.663980596,5176024.032160097,-3745636.305911762,-4148.279723,4851.766859,4260.55954,-7422.715041,-1489.463569,1258.981171,0,0,0,-0.590087,2.76762,389492,12981.2,43786,-6075.33,-27397,32903,-17012.5,0,0,1.71468e+06,-4.64191e+06,4.60698e+06,-13153.6,-30431.9,-25771.2,1.28651e+11,-7.07655e+10,-1.06187e+10,-9.35234e+07,-1.55853e+08,-9.4529e+07,-2.56918e+07,-3.78221e+08,-7.7355e+07,-435442,532166,-2.44852e+06,1.8101e-07,8.73076e-24,-6.73706e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0816484,0.057354,0.0663391,-3.15849e-06,-4.28448e-07,4.25781e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289.5,0,0,0,0,0,0,-9.70345e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707,-741.303,-3.57428e+08,-1.31815e+08,-4.35886e+07,431.588,-811.765,-447.745,0.000124524,0.00582293,0.00400648,-0.0844764,-0.194549,0.499325,-0.840053,-2.03864e-06,-3.68064e-07,2.77785e-06,0.00192205,6.69271e-06,2209667.219329313,5178158.069159688,-3743761.273224756,-4149.533162,4848.83137,4262.688992,-7427.57167,-1478.949415,1242.656943,0,0,0,-0.589754,2.76803,389484,12956.6,43785.2,-6041.4,-27319.2,32926.6,-17059.2,0,0,1.69796e+06,-4.64401e+06,4.61105e+06,-13164.7,-30434.1,-25808.1,1.28553e+11,-7.09925e+10,-1.02853e+10,-9.406e+07,-1.56552e+08,-9.51455e+07,-2.61556e+07,-3.78179e+08,-7.74013e+07,-430950,533186,-2.45065e+06,1.81252e-07,-1.89822e-23,-6.6744e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0630037,0.0281886,0.0528148,-2.21989e-06,-3.68064e-07,2.84459e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,0,0,0,0,0,0,-9.70344e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707,-741.302,-3.57428e+08,-1.31815e+08,-4.35888e+07,431.59,-811.765,-447.745,0.000124614,0.00582191,0.00401405,-0.0855191,-0.195783,0.498269,-0.840287,-2.40927e-06,-4.44885e-07,3.19768e-06,0.00192241,6.69701e-06,2207384.638405251,5180823.798650763,-3741416.165265114,-4151.09851,4845.160296,4265.349316,-7433.575857,-1465.769473,1222.24046,0,0,0,-0.589336,2.76855,389474,12925.8,43784.2,-5998.98,-27221.6,32956.1,-17117.3,0,0,1.67703e+06,-4.6466e+06,4.61609e+06,-13177.1,-30427.9,-25846,1.28429e+11,-7.12764e+10,-9.86896e+09,-9.46102e+07,-1.57239e+08,-9.56649e+07,-2.67367e+07,-3.78125e+08,-7.74607e+07,-424645,534311,-2.45282e+06,1.81552e-07,6.42354e-24,-6.59581e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0681086,0.0374352,0.0591708,-2.59083e-06,-4.44885e-07,3.26364e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290.5,0,0,0,0,0,0,-9.70342e+09,-1.34772e+11,-5.84222e+10,30212.8,-1707,-741.301,-3.57428e+08,-1.31815e+08,-4.3589e+07,431.591,-811.764,-447.744,0.000124646,0.00582132,0.0040229,-0.0865618,-0.197016,0.49721,-0.84052,-2.4222e-06,-3.07436e-07,3.45681e-06,0.00192299,6.7031e-06,2205101.02993794,5183487.703406141,-3739069.422931467,-4152.662359,4841.487052,4268.008176,-7439.506428,-1452.545909,1201.811064,0,0,0,-0.588919,2.76907,389464,12895.1,43783.1,-5956.55,-27123.7,32985.4,-17175.2,0,0,1.65607e+06,-4.64916e+06,4.62108e+06,-13193.9,-30427.9,-25888.7,1.28302e+11,-7.15607e+10,-9.45304e+09,-9.52392e+07,-1.5805e+08,-9.62715e+07,-2.73193e+07,-3.7807e+08,-7.75221e+07,-418735,535533,-2.45534e+06,1.81849e-07,1.05136e-23,-6.51695e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0811273,0.0311887,0.0627058,-2.60405e-06,-3.07436e-07,3.52198e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,0,0,0,0,0,0,-9.70341e+09,-1.34772e+11,-5.84222e+10,30212.8,-1706.99,-741.3,-3.57428e+08,-1.31816e+08,-4.35892e+07,431.592,-811.764,-447.744,0.000124359,0.00582074,0.00403012,-0.087396,-0.198002,0.496359,-0.840705,-2.70866e-06,-4.64026e-07,3.58581e-06,0.00192343,6.70789e-06,2203273.657742588,5185617.216607234,-3737191.113757319,-4153.912186,4838.547303,4270.133914,-7444.198294,-1441.933666,1185.457364,0,0,0,-0.588585,2.76948,389457,12870.5,43782.2,-5922.6,-27045.2,33008.9,-17221.3,0,0,1.63926e+06,-4.65119e+06,4.62503e+06,-13207.3,-30428.5,-25923.8,1.28199e+11,-7.17883e+10,-9.12062e+09,-9.57546e+07,-1.58713e+08,-9.67891e+07,-2.77864e+07,-3.78024e+08,-7.75724e+07,-414057,536522,-2.4574e+06,1.82083e-07,-2.73984e-24,-6.45365e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.072204,0.0468465,0.063134,-2.89074e-06,-4.64026e-07,3.65035e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291.5,0,0,0,0,0,0,-9.70339e+09,-1.34772e+11,-5.84222e+10,30212.8,-1706.99,-741.299,-3.57427e+08,-1.31816e+08,-4.35895e+07,431.594,-811.763,-447.744,0.000123847,0.00581955,0.00403802,-0.0884385,-0.199234,0.495292,-0.840934,-2.06292e-06,-2.60118e-07,2.94052e-06,0.00192377,6.71218e-06,2200988.669690521,5188277.288638452,-3734841.912555874,-4155.473017,4834.870909,4272.789592,-7449.996669,-1428.628156,1165.004217,0,0,0,-0.588167,2.77,389447,12839.7,43781,-5880.17,-26946.8,33038.2,-17278.7,0,0,1.61823e+06,-4.6537e+06,4.62991e+06,-13217.3,-30426.2,-25967.1,1.28068e+11,-7.20731e+10,-8.70553e+09,-9.63661e+07,-1.59467e+08,-9.75183e+07,-2.83716e+07,-3.77967e+08,-7.76372e+07,-408042,537702,-2.45976e+06,1.82374e-07,7.49852e-24,-6.37427e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0522629,0.0474115,0.0431647,-2.2453e-06,-2.60118e-07,3.00426e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,0,0,0,0,0,0,-9.70338e+09,-1.34772e+11,-5.84222e+10,30212.8,-1706.99,-741.297,-3.57427e+08,-1.31817e+08,-4.35897e+07,431.595,-811.763,-447.744,0.000123203,0.00581851,0.00404441,-0.0892725,-0.200218,0.494436,-0.841116,-2.55929e-06,-7.48663e-07,2.76047e-06,0.00192402,6.71551e-06,2199159.894176261,5190404.084604253,-3732961.328239092,-4156.720633,4831.928158,4274.913133,-7454.581598,-1417.953769,1148.633423,0,0,0,-0.587832,2.77041,389439,12815.1,43780,-5846.22,-26867.9,33061.6,-17324.4,0,0,1.60137e+06,-4.65568e+06,4.63378e+06,-13226.7,-30423.8,-26000.9,1.27962e+11,-7.23011e+10,-8.37382e+09,-9.68474e+07,-1.6006e+08,-9.80533e+07,-2.88408e+07,-3.77919e+08,-7.76904e+07,-403162,538635,-2.46162e+06,1.82604e-07,-1.8471e-23,-6.31056e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0559789,0.0362077,0.0639597,-2.74189e-06,-7.48663e-07,2.82358e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292.5,0,0,0,0,0,0,-9.70336e+09,-1.34772e+11,-5.84222e+10,30212.8,-1706.98,-741.296,-3.57427e+08,-1.31817e+08,-4.35899e+07,431.596,-811.762,-447.744,0.000121777,0.0058171,0.00405298,-0.0903146,-0.201447,0.493363,-0.841342,-3.10007e-06,-7.94879e-07,3.4805e-06,0.00192435,6.71994e-06,2196873.362230714,5193060.515444145,-3730609.499301099,-4158.278557,4828.248348,4277.56582,-7460.245516,-1404.572443,1128.160055,0,0,0,-0.587414,2.77093,389429,12784.4,43778.6,-5803.78,-26769,33090.8,-17381.3,0,0,1.58027e+06,-4.65813e+06,4.63855e+06,-13235,-30420.9,-26044.6,1.27826e+11,-7.25863e+10,-7.95968e+09,-9.74559e+07,-1.60797e+08,-9.88237e+07,-2.94286e+07,-3.77859e+08,-7.77588e+07,-397107,539802,-2.46394e+06,1.82889e-07,1.68324e-23,-6.2307e-08,0,0,0,0,0,0,0,0,0,0,0,0,0.0644759,0.0526445,0.0715586,-3.28296e-06,-7.94879e-07,3.5428e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
