time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
162.5,0,0,0,0,0,0,-9.70729e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.71,-741.613,-3.57483e+08,-1.31711e+08,-4.35317e+07,431.262,-811.883,-447.783,0.000205962,0.00649113,0.00213324,0.165189,0.112046,0.637653,-0.744014,-1.44106e-06,-2.51045e-06,1.87887e-06,0.00199395,6.77953e-06,2711682.744137971,4511130.792303534,-4244075.579597676,-3746.458814,5642.428206,3606.560718,-4389.588016,-3318.597591,5347.771217,0,0,0,-0.681686,2.63939,391652,20154.4,42193.3,-15605.9,-41108.1,27044.7,2953.65,0,0,5.27845e+06,-3.70577e+06,2.03001e+06,-13991.5,-30735.6,-19732.8,9.92048e+10,-2.13556e+10,-1.06648e+11,-6.39391e+06,9.53817e+07,-2.50558e+07,5.11561e+07,-3.69057e+08,-1.04977e+08,-1.56693e+06,306694,-1.83735e+06,6.36607e-08,2.15226e-23,-1.65531e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0417536,0.022263,0.0580695,-1.50472e-06,-2.51045e-06,2.04441e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,0,0,0,0,0,0,-9.70727e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.71,-741.611,-3.57483e+08,-1.31712e+08,-4.35319e+07,431.263,-811.883,-447.783,0.000206491,0.00648805,0.00213806,0.164297,0.110935,0.637533,-0.74448,-1.1916e-06,-2.17388e-06,2.35207e-06,0.00199326,6.77561e-06,2710034.031648704,4513612.788901357,-4242488.231435422,-3747.994748,5639.871572,3608.971858,-4404.969541,-3316.08241,5336.678241,0,0,0,-0.681384,2.63986,391644,20129.5,42205.1,-15574,-41093.7,27057.3,2866.69,0,0,5.27109e+06,-3.70908e+06,2.04306e+06,-13968.4,-30725,-19747.3,9.94889e+10,-2.14585e+10,-1.06363e+11,-6.35108e+06,9.45881e+07,-2.50323e+07,5.11112e+07,-3.69113e+08,-1.048e+08,-1.56253e+06,307357,-1.84012e+06,6.41271e-08,-2.09852e-23,-1.65448e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0458866,0.0310497,0.0496994,-1.25572e-06,-2.17388e-06,2.51752e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163.5,0,0,0,0,0,0,-9.70726e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.71,-741.61,-3.57483e+08,-1.31712e+08,-4.35321e+07,431.264,-811.882,-447.783,0.00020663,0.00648363,0.00214465,0.163183,0.109547,0.63738,-0.745062,-1.33629e-06,-2.26506e-06,1.20362e-06,0.00199225,6.76984e-06,2707972.040212719,4516713.929020067,-4240502.409440563,-3749.913498,5636.673561,3611.984742,-4424.153875,-3312.906894,5322.770355,0,0,0,-0.681006,2.64046,391636,20098.4,42219.7,-15534,-41075.4,27073.2,2758.11,0,0,5.26183e+06,-3.71322e+06,2.05933e+06,-13943.3,-30716.5,-19764.6,9.98423e+10,-2.15879e+10,-1.06005e+11,-6.37661e+06,9.33824e+07,-2.5032e+07,5.1053e+07,-3.69183e+08,-1.0458e+08,-1.55754e+06,308032,-1.84328e+06,6.47103e-08,-9.04421e-25,-1.65342e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0528893,-0.00153177,0.0515926,-1.401e-06,-2.26506e-06,1.36896e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,0,0,0,0,0,0,-9.70725e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.71,-741.609,-3.57482e+08,-1.31713e+08,-4.35324e+07,431.266,-811.882,-447.783,0.000207728,0.00648014,0.002152,0.162069,0.108158,0.637224,-0.745642,-1.38907e-06,-2.41947e-06,2.03492e-06,0.00199155,6.76626e-06,2705909.14473251,4519813.08298611,-4238515.076097442,-3751.830653,5633.473577,3614.996004,-4443.292981,-3309.694211,5308.81584,0,0,0,-0.680629,2.64106,391627,20067.3,42234.3,-15494.1,-41056.7,27089.1,2649.67,0,0,5.25251e+06,-3.71737e+06,2.07558e+06,-13921,-30710.4,-19779.4,1.00194e+11,-2.17181e+10,-1.05645e+11,-6.29556e+06,9.22548e+07,-2.49446e+07,5.09922e+07,-3.69253e+08,-1.04359e+08,-1.55249e+06,308791,-1.84668e+06,6.52936e-08,-1.18099e-23,-1.65234e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.041435,0.0262495,0.0562558,-1.45437e-06,-2.41947e-06,2.20016e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164.5,0,0,0,0,0,0,-9.70723e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.7,-741.608,-3.57482e+08,-1.31713e+08,-4.35326e+07,431.267,-811.881,-447.783,0.000208357,0.00647715,0.00215734,0.161178,0.107048,0.637096,-0.746104,-6.92735e-07,-1.41933e-06,2.69749e-06,0.00199091,6.76277e-06,2704258.069444474,4522291.138626171,-4236924.017266423,-3753.363329,5630.912004,3617.404004,-4458.571436,-3307.097462,5297.618817,0,0,0,-0.680326,2.64154,391620,20042.4,42245.9,-15462.1,-41041.5,27102,2562.99,0,0,5.245e+06,-3.7207e+06,2.08854e+06,-13899.1,-30700.9,-19793.8,1.00474e+11,-2.18228e+10,-1.05357e+11,-6.28739e+06,9.14014e+07,-2.49367e+07,5.09418e+07,-3.69309e+08,-1.04183e+08,-1.54823e+06,309411,-1.84933e+06,6.57604e-08,2.59399e-23,-1.65145e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0385257,0.044309,0.0321769,-7.58495e-07,-1.41933e-06,2.86263e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,0,0,0,0,0,0,-9.70721e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.7,-741.607,-3.57482e+08,-1.31713e+08,-4.35328e+07,431.268,-811.881,-447.783,0.000208625,0.00647287,0.00216444,0.160064,0.10566,0.636932,-0.746682,-1.1424e-06,-2.176e-06,3.67405e-06,0.00198996,6.75754e-06,2702193.126310853,4525387.349131051,-4234933.558540051,-3755.278004,5627.707819,3620.41296,-4477.626869,-3303.819879,5283.581174,0,0,0,-0.679948,2.64214,391611,20011.2,42260.4,-15422.1,-41022.1,27118.1,2454.77,0,0,5.23557e+06,-3.72486e+06,2.10472e+06,-13873.7,-30691.2,-19810.7,1.00823e+11,-2.19543e+10,-1.04996e+11,-6.26734e+06,9.0298e+07,-2.49079e+07,5.08767e+07,-3.6938e+08,-1.03962e+08,-1.54303e+06,310168,-1.85263e+06,6.63441e-08,4.91534e-24,-1.65033e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0603502,0.0536906,0.0494333,-1.20874e-06,-2.176e-06,3.83909e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165.5,0,0,0,0,0,0,-9.7072e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.7,-741.605,-3.57482e+08,-1.31714e+08,-4.35331e+07,431.27,-811.88,-447.783,0.000208858,0.00646954,0.00216894,0.159173,0.10455,0.636798,-0.747142,-1.08418e-06,-1.90286e-06,1.70516e-06,0.00198919,6.75304e-06,2700540.534613879,4527862.867390131,-4233340.116707535,-3756.808583,5625.143074,3622.818938,-4492.837967,-3301.171289,5272.31804,0,0,0,-0.679646,2.64262,391604,19986.3,42271.9,-15390.1,-41006.3,27131.2,2368.28,0,0,5.22798e+06,-3.7282e+06,2.11764e+06,-13853.8,-30684.1,-19824.6,1.011e+11,-2.20601e+10,-1.04707e+11,-6.28671e+06,8.93626e+07,-2.49062e+07,5.08228e+07,-3.69436e+08,-1.03786e+08,-1.53898e+06,310734,-1.85516e+06,6.68111e-08,2.64773e-24,-1.64942e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0441909,0.0163671,0.043852,-1.15099e-06,-1.90286e-06,1.87011e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,0,0,0,0,0,0,-9.70719e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.7,-741.604,-3.57482e+08,-1.31714e+08,-4.35333e+07,431.271,-811.88,-447.782,0.000210209,0.00646641,0.00217543,0.158059,0.103162,0.636628,-0.747716,-8.38723e-07,-1.57155e-06,2.27976e-06,0.00198856,6.74984e-06,2698473.848477513,4530955.677601868,-4231346.826260408,-3758.720495,5621.935161,3625.825144,-4511.809737,-3297.828673,5258.197563,0,0,0,-0.679267,2.64321,391595,19955.2,42286.3,-15350.1,-40986.2,27147.5,2260.29,0,0,5.21844e+06,-3.73238e+06,2.13376e+06,-13830.3,-30675.7,-19839.7,1.01446e+11,-2.21931e+10,-1.04344e+11,-6.18336e+06,8.83383e+07,-2.48092e+07,5.07533e+07,-3.69507e+08,-1.03566e+08,-1.53368e+06,311569,-1.85865e+06,6.7395e-08,-1.67384e-23,-1.64825e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0447858,0.0299799,0.0358737,-9.06118e-07,-1.57155e-06,2.44458e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166.5,0,0,0,0,0,0,-9.70717e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.69,-741.603,-3.57481e+08,-1.31715e+08,-4.35335e+07,431.272,-811.88,-447.782,0.00021113,0.00646377,0.00218036,0.157168,0.102052,0.636489,-0.748175,-1.30972e-06,-2.28242e-06,2.38948e-06,0.00198801,6.7469e-06,2696819.591364407,4533428.881318079,-4229750.857687388,-3760.249114,5619.367011,3628.229316,-4526.954179,-3295.127917,5246.868099,0,0,0,-0.678964,2.64369,391588,19930.3,42297.7,-15318.1,-40969.8,27160.7,2173.97,0,0,5.21076e+06,-3.73572e+06,2.14663e+06,-13812.2,-30669.5,-19851.1,1.01721e+11,-2.23e+10,-1.04053e+11,-6.07787e+06,8.75376e+07,-2.47109e+07,5.0696e+07,-3.69563e+08,-1.0339e+08,-1.52942e+06,312256,-1.8615e+06,6.78623e-08,1.98842e-23,-1.6473e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0486805,0.0300713,0.0531266,-1.37758e-06,-2.28242e-06,2.55421e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,0,0,0,0,0,0,-9.70715e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.69,-741.602,-3.57481e+08,-1.31715e+08,-4.35337e+07,431.273,-811.879,-447.782,0.000211817,0.00645997,0.00218726,0.156055,0.100665,0.636312,-0.748746,-1.15554e-06,-2.09684e-06,3.15793e-06,0.0019872,6.74258e-06,2694751.013732938,4536518.513740338,-4227754.592362361,-3762.1584,5616.15514,3631.232989,-4545.843033,-3291.71918,5232.665034,0,0,0,-0.678586,2.64429,391579,19899.1,42311.9,-15278,-40949.1,27177.2,2066.17,0,0,5.20111e+06,-3.73991e+06,2.16268e+06,-13787.6,-30660.1,-19867.7,1.02063e+11,-2.24344e+10,-1.03688e+11,-6.05566e+06,8.64511e+07,-2.46744e+07,5.06224e+07,-3.69634e+08,-1.03171e+08,-1.52419e+06,313029,-1.86478e+06,6.84465e-08,-3.57837e-24,-1.64609e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0631594,0.0392206,0.0480192,-1.22399e-06,-2.09684e-06,3.32254e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167.5,0,0,0,0,0,0,-9.70714e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.69,-741.6,-3.57481e+08,-1.31716e+08,-4.3534e+07,431.275,-811.879,-447.782,0.000213067,0.00645766,0.00219254,0.155164,0.0995557,0.636168,-0.749202,-8.62368e-07,-1.60644e-06,2.64383e-06,0.00198676,6.74046e-06,2693095.395753666,4538988.947568084,-4226156.390868758,-3763.684779,5613.58406,3633.634912,-4560.921552,-3288.964706,5221.269725,0,0,0,-0.678283,2.64476,391572,19874.2,42323.3,-15246,-40932.1,27190.5,1980.02,0,0,5.19334e+06,-3.74326e+06,2.1755e+06,-13771.7,-30656.4,-19878.8,1.02336e+11,-2.25424e+10,-1.03396e+11,-5.98678e+06,8.55544e+07,-2.45869e+07,5.05617e+07,-3.69691e+08,-1.02995e+08,-1.52017e+06,313652,-1.86749e+06,6.8914e-08,-1.36319e-23,-1.64511e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0425962,0.0403137,0.0371859,-9.31282e-07,-1.60644e-06,2.80834e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,0,0,0,0,0,0,-9.70713e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.68,-741.599,-3.57481e+08,-1.31716e+08,-4.35341e+07,431.276,-811.878,-447.782,0.00021326,0.0064534,0.00219926,0.154051,0.0981691,0.635984,-0.749771,-1.18495e-06,-2.08787e-06,2.76492e-06,0.00198581,6.73517e-06,2691024.929255849,4542075.398484651,-4224157.153250244,-3765.591438,5610.368233,3636.636048,-4579.728092,-3285.488085,5206.984825,0,0,0,-0.677903,2.64536,391563,19843.1,42337.4,-15205.9,-40910.6,27207.2,1872.44,0,0,5.18358e+06,-3.74746e+06,2.19149e+06,-13747.1,-30647,-19895.9,1.02675e+11,-2.26782e+10,-1.03029e+11,-5.99985e+06,8.44384e+07,-2.45742e+07,5.04837e+07,-3.69762e+08,-1.02775e+08,-1.515e+06,314400,-1.87068e+06,6.94986e-08,-1.0473e-23,-1.64386e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0497736,0.038501,0.0487569,-1.25445e-06,-2.08787e-06,2.9293e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168.5,0,0,0,0,0,0,-9.70711e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.68,-741.598,-3.5748e+08,-1.31716e+08,-4.35344e+07,431.277,-811.878,-447.782,0.000214205,0.00645076,0.00220521,0.15316,0.09706,0.635834,-0.750225,-8.66497e-07,-1.55757e-06,2.13253e-06,0.00198531,6.73273e-06,2689367.64979264,4544543.510964915,-4222556.428644162,-3767.115852,5607.793755,3639.036159,-4594.740159,-3282.679269,5195.524661,0,0,0,-0.6776,2.64583,391556,19818.1,42348.6,-15173.8,-40893.2,27220.7,1786.47,0,0,5.17572e+06,-3.75082e+06,2.20426e+06,-13732.5,-30645,-19907.2,1.02945e+11,-2.27874e+10,-1.02735e+11,-5.99366e+06,8.34317e+07,-2.45206e+07,5.04194e+07,-3.69819e+08,-1.026e+08,-1.51122e+06,314943,-1.8732e+06,6.99663e-08,-9.3064e-24,-1.64285e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0439819,0.0268895,0.0361674,-9.36464e-07,-1.55757e-06,2.29682e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,0,0,0,0,0,0,-9.70709e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.68,-741.597,-3.5748e+08,-1.31717e+08,-4.35346e+07,431.278,-811.877,-447.781,0.000214769,0.00644688,0.00221214,0.152047,0.0956738,0.635643,-0.750791,-9.4373e-07,-1.65049e-06,1.92084e-06,0.00198449,6.72832e-06,2687295.296954189,4547626.776332939,-4220554.22112528,-3769.019881,5604.573977,3642.034754,-4613.464359,-3279.133586,5181.158848,0,0,0,-0.67722,2.64643,391547,19787,42362.6,-15133.7,-40871,27237.6,1679.12,0,0,5.16585e+06,-3.75504e+06,2.22019e+06,-13710.5,-30638.1,-19923.2,1.03281e+11,-2.29247e+10,-1.02367e+11,-5.99947e+06,8.2273e+07,-2.44868e+07,5.03368e+07,-3.6989e+08,-1.02381e+08,-1.5062e+06,315675,-1.87638e+06,7.05511e-08,-6.44894e-24,-1.64155e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0423994,0.0227578,0.0386412,-1.01428e-06,-1.65049e-06,2.08499e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169.5,0,0,0,0,0,0,-9.70708e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.68,-741.596,-3.5748e+08,-1.31717e+08,-4.35348e+07,431.28,-811.877,-447.781,0.000215621,0.00644332,0.00221886,0.150934,0.0942879,0.635448,-0.751355,-7.61178e-07,-1.43634e-06,3.11116e-06,0.00198375,6.72444e-06,2685221.897391774,4550708.270222748,-4218550.364888671,-3770.922447,5601.352006,3645.031934,-4632.141326,-3275.551439,5166.748273,0,0,0,-0.676841,2.64702,391538,19755.8,42376.5,-15093.6,-40848.4,27254.7,1571.9,0,0,5.15592e+06,-3.75925e+06,2.23608e+06,-13686,-30627.9,-19939.5,1.03616e+11,-2.30627e+10,-1.01997e+11,-5.96021e+06,8.12523e+07,-2.44358e+07,5.02519e+07,-3.69961e+08,-1.02162e+08,-1.50084e+06,316501,-1.87971e+06,7.1136e-08,2.79192e-24,-1.64024e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0443815,0.050567,0.0334548,-8.32314e-07,-1.43634e-06,3.27518e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
